case_id,client_id,case_type,state,intake_date,date_opened,date_closed,case_status,current_stage,assigned_case_manager,attorney_id,days_in_stage,medical_records_received,missing_documents,communication_count,workup_completed,case_outcome,settlement_amount,workup_completed_date,last_activity_date
CASE-002410,CL-02203,Wrongful Death,AZ,2023-11-11,2023-11-15,,In Workup,Workup Complete,CM-004,ATT-009,80,1,0,11,1,In Progress,,2024-01-10,2025-06-28
CASE-002411,CL-02204,Mass Tort - Camp Lejeune,PA,2025-01-07,2025-01-07,,Active - Signed,Retainer Signed,CM-005,ATT-009,18,0,2,14,0,In Progress,,,2025-06-25
CASE-002412,CL-02205,Mass Tort - Roundup,OH,2024-07-19,2024-07-22,,Active - Intake,Intake,CM-007,ATT-012,4,1,1,6,0,In Progress,,,2025-06-13
CASE-002413,CL-02206,Mass Tort - Talcum,TX,2025-05-12,2025-05-12,,In Workup,Records Received,CM-002,ATT-001,1,1,3,6,0,In Progress,,,2025-06-23
CASE-002414,CL-02207,Dog Bite,MS,2023-07-27,2023-07-31,,In Negotiation,Negotiation,CM-008,ATT-008,86,1,2,14,1,In Progress,,2023-10-22,2025-06-28
CASE-002415,CL-02208,Medical Malpractice,CA,2023-08-22,2023-08-26,,In Workup,Records Received,CM-002,ATT-008,73,0,1,11,0,In Progress,,,2025-04-27
CASE-002416,CL-02209,Medical Malpractice,NJ,2024-05-31,2024-06-05,,Active - Signed,Retainer Signed,CM-007,ATT-003,27,1,3,7,0,In Progress,,,2025-05-31
CASE-002417,CL-02210,Motor Vehicle Accident,FL,2023-09-01,2023-09-06,,Active - Intake,Intake,CM-009,ATT-003,47,0,2,11,0,In Progress,,,2025-06-29
CASE-002418,CL-02211,Mass Tort - Camp Lejeune,PA,2024-02-01,2024-02-05,2024-08-24,Dropped,Records Requested,CM-004,ATT-001,61,0,4,8,0,Dropped,,,2024-08-24
CASE-002419,CL-02212,Mass Tort - Talcum,MI,2025-06-23,2025-06-24,,In Workup,Records Received,CM-004,ATT-011,21,1,1,15,0,In Progress,,,2025-06-09
CASE-002420,CL-02212,Product Liability,MI,2025-06-23,2025-06-26,,Active - Signed,Retainer Signed,CM-015,ATT-006,6,1,2,10,0,In Progress,,,2025-05-26
CASE-002421,CL-02213,Nursing Home Negligence,MS,2023-12-11,2023-12-14,,In Workup,Workup Complete,CM-012,ATT-002,68,1,2,13,1,In Progress,,2024-03-05,2025-06-17
CASE-002422,CL-02214,Medical Malpractice,LA,2023-12-01,2023-12-01,2025-01-21,Dropped,Demand Sent,CM-018,ATT-009,67,1,0,9,1,Dropped,,2024-01-24,2025-01-21
CASE-002423,CL-02215,Mass Tort - Camp Lejeune,CA,2024-09-01,2024-09-05,,Active - Signed,Retainer Signed,CM-015,ATT-008,63,0,1,11,0,In Progress,,,2025-06-24
CASE-002424,CL-02216,Slip and Fall,AZ,2024-07-20,2024-07-22,2025-01-28,Dropped,Records Received,CM-011,ATT-003,46,0,6,5,0,Dropped,,,2025-01-28
CASE-002425,CL-02217,Workers Compensation,MO,2024-09-05,2024-09-05,,In Workup,Workup Complete,CM-016,ATT-004,35,1,3,12,1,In Progress,,2024-12-07,2025-06-27
CASE-002426,CL-02218,Premises Liability,FL,2024-05-15,2024-05-20,,Active - Intake,Intake,CM-006,ATT-010,70,1,0,10,0,In Progress,,,2025-06-24
CASE-002427,CL-02219,Mass Tort - Roundup,OH,2025-03-01,2025-03-04,,In Workup,Workup Complete,CM-004,ATT-007,65,0,0,12,1,In Progress,,,2025-06-29
CASE-002428,CL-02220,Motor Vehicle Accident,CA,2023-10-14,2023-10-18,2025-06-30,Settled,Resolved,CM-018,ATT-005,30,1,1,11,1,Settled,20903.76,2023-12-25,2025-06-09
CASE-002429,CL-02221,Premises Liability,TX,2024-06-14,2024-06-16,,Active - Signed,Retainer Signed,CM-008,ATT-002,54,1,4,5,0,In Progress,,,2025-06-12
CASE-002430,CL-02222,Motor Vehicle Accident,IL,2024-11-13,2024-11-17,,In Workup,Workup Complete,CM-007,ATT-011,50,0,1,8,1,In Progress,,2025-02-15,2025-06-18
CASE-002431,CL-02223,Slip and Fall,CA,2025-04-04,2025-04-07,2025-06-18,Dropped,Negotiation,CM-002,ATT-006,41,1,1,8,1,Dropped,,2025-06-11,2025-05-28
CASE-002432,CL-02224,Wrongful Death,TX,2024-05-11,2024-05-12,,Active - Signed,Retainer Signed,CM-017,ATT-004,13,1,2,4,0,In Progress,,,2025-06-30
CASE-002433,CL-02224,Slip and Fall,TX,2024-05-11,2024-05-13,,In Negotiation,Demand Sent,CM-018,ATT-011,60,0,1,16,1,In Progress,,2024-08-04,2025-06-25
CASE-002434,CL-02225,Premises Liability,NY,2024-08-29,2024-09-03,,In Negotiation,Demand Sent,CM-008,ATT-007,47,0,3,15,1,In Progress,,2024-12-18,2025-06-01
CASE-002435,CL-02226,Slip and Fall,MS,2023-08-23,2023-08-27,,Pending Records,Records Requested,CM-007,ATT-008,21,0,1,13,0,In Progress,,,2025-04-23
CASE-002436,CL-02227,Mass Tort - Roundup,CA,2023-11-08,2023-11-10,,In Negotiation,Negotiation,CM-015,ATT-002,23,1,1,5,1,In Progress,,2024-01-11,2025-06-17
CASE-002437,CL-02228,Motor Vehicle Accident,IL,2023-08-23,2023-08-26,,In Workup,Workup Complete,CM-007,ATT-010,65,1,0,11,1,In Progress,,2023-10-21,2025-06-27
CASE-002438,CL-02228,Wrongful Death,IL,2023-08-23,2023-08-23,,In Negotiation,Negotiation,CM-011,ATT-011,36,1,0,11,1,In Progress,,2023-10-18,2025-06-20
CASE-002439,CL-02229,Slip and Fall,CA,2024-12-10,2024-12-15,,In Workup,Workup Complete,CM-004,ATT-009,9,1,0,5,1,In Progress,,2025-02-03,2025-06-28
CASE-002440,CL-02230,Product Liability,NC,2024-02-27,2024-02-29,,In Workup,Workup Complete,CM-014,ATT-007,66,1,2,13,1,In Progress,,2024-05-21,2025-06-27
CASE-002441,CL-02231,Wrongful Death,TX,2024-12-07,2024-12-12,,In Negotiation,Negotiation,CM-014,ATT-003,25,1,1,10,1,In Progress,,2025-02-17,2025-06-25
CASE-002442,CL-02232,Dog Bite,NJ,2023-08-21,2023-08-22,,In Negotiation,Negotiation,CM-009,ATT-012,44,1,0,12,1,In Progress,,2023-10-18,2025-06-12
CASE-002443,CL-02233,Motor Vehicle Accident,FL,2025-03-31,2025-04-03,,In Negotiation,Demand Sent,CM-012,ATT-009,70,0,1,10,1,In Progress,,,2025-06-16
CASE-002444,CL-02234,Dog Bite,IL,2025-03-08,2025-03-10,2025-06-28,Dropped,Resolved,CM-013,ATT-004,71,1,1,9,1,Dropped,,2025-05-15,2025-06-18
CASE-002445,CL-02235,Motor Vehicle Accident,MO,2023-09-07,2023-09-12,,In Workup,Workup Complete,CM-005,ATT-007,76,0,2,10,1,In Progress,,2023-12-25,2025-05-19
CASE-002446,CL-02236,Mass Tort - Camp Lejeune,TX,2023-07-20,2023-07-23,,Active - Intake,Intake,CM-010,ATT-006,49,0,1,9,0,In Progress,,,2025-06-17
CASE-002447,CL-02237,Workers Compensation,MO,2023-08-14,2023-08-18,,In Workup,Workup Complete,CM-008,ATT-003,53,0,1,5,1,In Progress,,2023-11-13,2025-06-11
CASE-002448,CL-02238,Mass Tort - Camp Lejeune,MI,2025-03-23,2025-03-28,,In Workup,Records Received,CM-006,ATT-011,33,1,2,10,0,In Progress,,,2025-06-21
CASE-002449,CL-02239,Product Liability,TX,2024-01-04,2024-01-04,,In Negotiation,Demand Sent,CM-005,ATT-005,58,1,2,12,1,In Progress,,2024-03-25,2025-06-25
CASE-002450,CL-02240,Motor Vehicle Accident,AZ,2024-08-17,2024-08-17,2025-06-22,Settled,Resolved,CM-001,ATT-009,61,0,0,10,1,Settled,35732.85,2024-11-05,2025-05-23
CASE-002451,CL-02241,Slip and Fall,OH,2024-06-13,2024-06-13,,In Workup,Workup Complete,CM-014,ATT-003,39,1,0,8,1,In Progress,,2024-08-05,2025-06-04
CASE-002452,CL-02242,Workers Compensation,IL,2025-02-02,2025-02-05,2025-06-30,Settled,Resolved,CM-003,ATT-001,31,1,2,12,1,Settled,23156.9,2025-04-27,2025-06-18
CASE-002453,CL-02243,Product Liability,AZ,2024-07-15,2024-07-19,,Active - Intake,Intake,CM-009,ATT-009,17,1,1,11,0,In Progress,,,2025-06-30
CASE-002454,CL-02244,Mass Tort - Camp Lejeune,VA,2024-07-21,2024-07-26,,Active - Intake,Intake,CM-016,ATT-012,2,1,1,10,0,In Progress,,,2025-06-29
CASE-002455,CL-02244,Nursing Home Negligence,VA,2024-07-21,2024-07-21,,In Workup,Workup Complete,CM-015,ATT-008,22,1,1,7,1,In Progress,,2024-09-23,2025-06-24
CASE-002456,CL-02245,Premises Liability,NJ,2025-06-24,2025-06-26,,In Negotiation,Negotiation,CM-012,ATT-009,6,1,3,10,1,In Progress,,,2025-06-02
CASE-002457,CL-02246,Motor Vehicle Accident,TX,2023-10-23,2023-10-26,,Pending Records,Records Requested,CM-008,ATT-006,73,1,1,8,0,In Progress,,,2025-06-04
CASE-002458,CL-02247,Slip and Fall,NJ,2025-03-04,2025-03-05,,In Negotiation,Negotiation,CM-017,ATT-004,63,1,2,10,1,In Progress,,2025-05-23,2025-05-22
CASE-002459,CL-02248,Slip and Fall,FL,2023-08-10,2023-08-10,,In Negotiation,Negotiation,CM-010,ATT-008,72,1,1,8,1,In Progress,,2023-10-14,2025-05-26
CASE-002460,CL-02249,Mass Tort - Camp Lejeune,VA,2024-07-10,2024-07-11,,In Workup,Records Received,CM-014,ATT-011,17,1,4,16,0,In Progress,,,2025-06-15
CASE-002461,CL-02250,Motor Vehicle Accident,AZ,2025-04-18,2025-04-21,,In Workup,Workup Complete,CM-001,ATT-004,46,1,0,11,1,In Progress,,2025-06-16,2025-06-26
CASE-002462,CL-02251,Motor Vehicle Accident,NJ,2024-10-27,2024-10-29,,Active - Intake,Intake,CM-016,ATT-006,33,1,3,9,0,In Progress,,,2025-06-30
CASE-002463,CL-02252,Motor Vehicle Accident,NY,2024-11-10,2024-11-13,,Active - Signed,Retainer Signed,CM-014,ATT-005,9,1,1,6,0,In Progress,,,2025-06-07
CASE-002464,CL-02253,Motor Vehicle Accident,FL,2024-02-02,2024-02-03,,In Negotiation,Demand Sent,CM-014,ATT-012,60,1,4,15,1,In Progress,,2024-05-06,2025-06-12
CASE-002465,CL-02253,Product Liability,FL,2024-02-02,2024-02-07,,Pending Records,Records Requested,CM-013,ATT-006,56,1,4,8,0,In Progress,,,2025-06-16
CASE-002466,CL-02254,Nursing Home Negligence,MS,2024-06-09,2024-06-12,,Active - Signed,Retainer Signed,CM-005,ATT-007,6,0,3,5,0,In Progress,,,2025-06-22
CASE-002467,CL-02255,Slip and Fall,NY,2024-05-09,2024-05-12,,In Workup,Records Received,CM-009,ATT-009,19,0,2,7,0,In Progress,,,2025-05-22
CASE-002468,CL-02256,Mass Tort - Camp Lejeune,VA,2024-08-01,2024-08-02,,In Workup,Records Received,CM-006,ATT-011,51,0,2,8,0,In Progress,,,2025-06-29
CASE-002469,CL-02257,Motor Vehicle Accident,NY,2024-07-02,2024-07-07,,Active - Intake,Intake,CM-015,ATT-009,9,0,3,6,0,In Progress,,,2025-05-31
CASE-002470,CL-02258,Nursing Home Negligence,MI,2024-04-06,2024-04-08,,Active - Signed,Retainer Signed,CM-007,ATT-011,6,0,1,12,0,In Progress,,,2025-06-15
CASE-002471,CL-02259,Medical Malpractice,CA,2024-03-16,2024-03-21,,In Workup,Workup Complete,CM-002,ATT-011,60,0,1,5,1,In Progress,,2024-06-16,2025-04-02
CASE-002472,CL-02260,Motor Vehicle Accident,MS,2024-01-20,2024-01-24,2025-04-24,Dropped,Negotiation,CM-014,ATT-002,76,1,2,4,1,Dropped,,2024-04-06,2025-04-24
CASE-002473,CL-02261,Premises Liability,NC,2024-05-08,2024-05-12,,In Negotiation,Demand Sent,CM-009,ATT-007,30,1,2,8,1,In Progress,,2024-07-28,2025-04-23
CASE-002474,CL-02262,Mass Tort - Camp Lejeune,IL,2023-10-23,2023-10-28,,In Negotiation,Negotiation,CM-011,ATT-008,84,0,1,9,1,In Progress,,2024-01-27,2025-06-25
CASE-002475,CL-02263,Motor Vehicle Accident,MI,2025-04-07,2025-04-10,,In Negotiation,Negotiation,CM-014,ATT-010,62,1,2,7,1,In Progress,,,2025-06-23
CASE-002476,CL-02264,Premises Liability,NY,2024-09-18,2024-09-22,,In Negotiation,Demand Sent,CM-001,ATT-010,39,1,1,3,1,In Progress,,2024-11-21,2025-06-20
CASE-002477,CL-02264,Premises Liability,NY,2024-09-18,2024-09-23,,In Negotiation,Negotiation,CM-004,ATT-010,49,1,0,11,1,In Progress,,2024-11-18,2025-06-21
CASE-002478,CL-02265,Nursing Home Negligence,FL,2023-10-10,2023-10-14,,Active - Intake,Intake,CM-009,ATT-007,44,0,2,8,0,In Progress,,,2025-06-13
CASE-002479,CL-02266,Motor Vehicle Accident,NJ,2024-11-15,2024-11-19,,In Workup,Workup Complete,CM-008,ATT-002,9,1,3,11,1,In Progress,,2025-02-19,2025-06-22
CASE-002480,CL-02267,Mass Tort - Roundup,NC,2025-03-18,2025-03-21,2025-06-21,Settled,Resolved,CM-010,ATT-009,40,0,0,6,1,Settled,82360.16,2025-06-05,2025-06-03
CASE-002481,CL-02268,Nursing Home Negligence,OH,2024-01-07,2024-01-08,,In Negotiation,Demand Sent,CM-017,ATT-003,74,1,0,9,1,In Progress,,2024-03-02,2025-06-12
CASE-002482,CL-02269,Dog Bite,TX,2023-10-23,2023-10-28,,Active - Signed,Retainer Signed,CM-009,ATT-006,57,1,4,6,0,In Progress,,,2025-06-12
CASE-002483,CL-02269,Slip and Fall,TX,2023-10-23,2023-10-23,,In Workup,Records Received,CM-008,ATT-003,12,1,1,4,0,In Progress,,,2025-04-13
CASE-002484,CL-02270,Workers Compensation,TX,2023-07-08,2023-07-10,,In Negotiation,Demand Sent,CM-013,ATT-012,30,1,2,5,1,In Progress,,2023-09-22,2025-06-18
CASE-002485,CL-02271,Motor Vehicle Accident,TN,2023-08-07,2023-08-12,,In Workup,Workup Complete,CM-014,ATT-004,76,1,3,5,1,In Progress,,2023-11-06,2025-06-16
CASE-002486,CL-02272,Slip and Fall,TX,2025-01-05,2025-01-08,,In Workup,Workup Complete,CM-003,ATT-009,17,1,3,11,1,In Progress,,2025-04-10,2025-06-03
CASE-002487,CL-02273,Motor Vehicle Accident,FL,2025-06-23,2025-06-25,,In Negotiation,Negotiation,CM-001,ATT-011,30,1,1,5,1,In Progress,,,2025-06-13
CASE-002488,CL-02274,Motor Vehicle Accident,CA,2023-08-05,2023-08-09,,In Negotiation,Negotiation,CM-007,ATT-009,61,0,1,9,1,In Progress,,2023-11-08,2025-06-29
CASE-002489,CL-02275,Mass Tort - Roundup,PA,2024-12-25,2024-12-26,,In Workup,Workup Complete,CM-013,ATT-007,12,1,2,9,1,In Progress,,2025-03-14,2025-06-27
CASE-002490,CL-02276,Mass Tort - Roundup,PA,2023-08-25,2023-08-26,,In Workup,Workup Complete,CM-016,ATT-012,64,1,0,8,1,In Progress,,2023-10-18,2025-06-24
CASE-002491,CL-02277,Nursing Home Negligence,IL,2024-09-12,2024-09-17,,In Workup,Workup Complete,CM-004,ATT-002,26,1,2,8,1,In Progress,,2024-12-03,2025-05-22
CASE-002492,CL-02277,Product Liability,IL,2024-09-12,2024-09-13,,In Workup,Workup Complete,CM-007,ATT-005,9,1,1,11,1,In Progress,,2024-11-20,2025-06-30
CASE-002493,CL-02278,Mass Tort - Roundup,FL,2024-12-31,2025-01-01,,In Workup,Records Received,CM-014,ATT-002,56,1,0,6,0,In Progress,,,2025-06-13
CASE-002494,CL-02279,Dog Bite,FL,2024-05-04,2024-05-07,,In Negotiation,Demand Sent,CM-002,ATT-007,51,1,0,7,1,In Progress,,2024-06-28,2025-05-25
CASE-002495,CL-02280,Motor Vehicle Accident,CA,2023-07-10,2023-07-13,,Pending Records,Records Requested,CM-006,ATT-007,77,1,2,11,0,In Progress,,,2025-06-28
CASE-002496,CL-02281,Mass Tort - Camp Lejeune,PA,2024-09-14,2024-09-17,,Pending Records,Records Requested,CM-017,ATT-012,57,0,3,10,0,In Progress,,,2025-06-28
CASE-002497,CL-02282,Medical Malpractice,GA,2025-06-26,2025-07-01,2025-06-30,Settled,Resolved,CM-008,ATT-003,47,1,0,7,1,Settled,-166849.15,,2025-06-29
CASE-002498,CL-02283,Motor Vehicle Accident,PA,2024-01-27,2024-01-27,,Active - Signed,Retainer Signed,CM-004,ATT-009,24,1,2,8,0,In Progress,,,2025-06-21
CASE-002499,CL-02284,Medical Malpractice,LA,2023-11-24,2023-11-25,,Pending Records,Records Requested,CM-004,ATT-010,19,0,1,3,0,In Progress,,,2025-06-18
CASE-002500,CL-02285,Medical Malpractice,AZ,2023-10-03,2023-10-04,,In Workup,Workup Complete,CM-016,ATT-008,47,1,1,16,1,In Progress,,2023-12-01,2025-06-01
CASE-002501,CL-02285,Workers Compensation,AZ,2023-10-03,2023-10-06,,In Workup,Workup Complete,CM-003,ATT-010,38,1,2,10,1,In Progress,,2023-12-24,2025-06-14
CASE-002502,CL-02286,Mass Tort - Camp Lejeune,FL,2024-08-21,2024-08-23,2024-12-01,Dropped,Records Requested,CM-006,ATT-004,42,0,2,12,0,Dropped,,,2024-12-01
CASE-002503,CL-02287,Wrongful Death,MO,2024-09-15,2024-09-16,,Active - Intake,Intake,CM-015,ATT-004,38,1,0,8,0,In Progress,,,2025-06-30
CASE-002504,CL-02288,Medical Malpractice,NJ,2025-01-30,2025-01-31,,Pending Records,Records Requested,CM-017,ATT-010,38,1,5,7,0,In Progress,,,2025-06-23
CASE-002505,CL-02289,Dog Bite,AZ,2024-12-29,2024-12-30,,In Workup,Workup Complete,CM-013,ATT-002,63,1,2,7,1,In Progress,,2025-03-16,2025-06-26
CASE-002506,CL-02290,Product Liability,NC,2025-04-23,2025-04-24,2025-06-12,Settled,Resolved,CM-011,ATT-004,17,1,2,8,1,Settled,97853.86,,2025-06-08
CASE-002507,CL-02291,Mass Tort - Roundup,FL,2025-02-11,2025-02-11,2025-05-28,Dropped,Demand Sent,CM-007,ATT-009,-18,1,3,9,1,Dropped,,2025-05-12,2025-05-28
CASE-002508,CL-02292,Mass Tort - Camp Lejeune,LA,2024-01-16,2024-01-16,,In Negotiation,Demand Sent,CM-012,ATT-012,40,1,1,10,1,In Progress,,2024-03-23,2025-05-29
CASE-002509,CL-02293,Slip and Fall,VA,2024-08-22,2024-08-27,,In Workup,Records Received,CM-006,ATT-010,54,1,2,10,0,In Progress,,,2025-06-28
CASE-002510,CL-02294,Mass Tort - Talcum,NJ,2024-03-08,2024-03-11,2025-06-19,Settled,Resolved,CM-010,ATT-010,84,1,1,5,1,Settled,340733.84,2024-05-12,2025-06-19
CASE-002511,CL-02295,Premises Liability,MO,2024-04-09,2024-04-14,,Active - Signed,Retainer Signed,CM-009,ATT-005,41,1,1,11,0,In Progress,,,2025-06-19
CASE-002512,CL-02295,Motor Vehicle Accident,MO,2024-04-09,2024-04-13,2025-06-30,Settled,Resolved,CM-003,ATT-008,15,0,1,13,1,Settled,34156.74,2024-07-17,2025-06-26
CASE-002513,CL-02296,Workers Compensation,TX,2025-05-20,2025-05-22,2025-06-12,Settled,Resolved,CM-016,ATT-012,64,1,0,11,1,Settled,41630.84,,2025-05-19
CASE-002514,CL-02297,Mass Tort - Talcum,TX,2024-11-07,2024-11-08,,In Workup,Workup Complete,CM-011,ATT-010,13,0,2,9,1,In Progress,,2025-02-19,2025-06-12
CASE-002515,CL-02297,Motor Vehicle Accident,TX,2024-11-07,2024-11-10,2025-06-30,Settled,Resolved,CM-001,ATT-012,35,1,1,9,1,Settled,38997.83,2025-01-15,2025-06-18
CASE-002516,CL-02298,Mass Tort - Talcum,MO,2025-06-16,2025-06-20,,Active - Signed,Retainer Signed,CM-007,ATT-009,36,1,2,10,0,In Progress,,,2025-05-28
CASE-002517,CL-02299,Mass Tort - Camp Lejeune,VA,2024-06-08,2024-06-11,,Active - Intake,Intake,CM-001,ATT-006,60,1,2,12,0,In Progress,,,2025-06-30
CASE-002518,CL-02300,Premises Liability,GA,2024-08-10,2024-08-13,,In Negotiation,Demand Sent,CM-013,ATT-006,21,0,1,10,1,In Progress,,2024-11-13,2025-06-30
CASE-002519,CL-02301,Motor Vehicle Accident,MS,2024-07-15,2024-07-16,,In Workup,Workup Complete,CM-001,ATT-005,43,0,1,7,1,In Progress,,2024-10-13,2025-06-25
CASE-002520,CL-02302,Premises Liability,NJ,2023-09-21,2023-09-24,2025-06-26,Settled,Resolved,CM-014,ATT-001,36,1,1,12,1,Settled,32149.45,2023-12-02,2025-06-07
CASE-002521,CL-02303,Nursing Home Negligence,CA,2024-01-06,2024-01-11,,In Workup,Workup Complete,CM-012,ATT-003,68,1,1,9,1,In Progress,,2024-03-17,2025-06-14
CASE-002522,CL-02304,Nursing Home Negligence,CA,2024-08-04,2024-08-05,,In Negotiation,Demand Sent,CM-012,ATT-011,46,0,0,12,1,In Progress,,2024-10-26,2025-06-15
CASE-002523,CL-02305,Motor Vehicle Accident,CA,2023-08-22,2023-08-27,2025-06-30,Settled,Resolved,CM-012,ATT-002,89,1,2,7,1,Settled,12488.53,2023-11-11,2025-05-16
CASE-002524,CL-02306,Motor Vehicle Accident,TX,2025-05-20,2025-05-22,2025-06-13,Settled,Resolved,CM-004,ATT-007,29,1,1,9,1,Settled,42577.06,,2025-06-13
CASE-002525,CL-02307,Dog Bite,FL,2023-10-03,2023-10-07,2025-06-30,Settled,Resolved,CM-010,ATT-001,27,1,0,8,1,Settled,64810.68,2023-11-29,2025-06-29
CASE-002526,CL-02307,Dog Bite,FL,2023-10-03,2023-10-05,,In Negotiation,Demand Sent,CM-010,ATT-001,53,1,4,7,1,In Progress,,2024-01-13,2025-06-15
CASE-002527,CL-02308,Motor Vehicle Accident,NC,2023-12-01,2023-12-06,,In Negotiation,Negotiation,CM-015,ATT-004,28,1,2,12,1,In Progress,,2024-02-25,2025-06-14
CASE-002528,CL-02309,Premises Liability,GA,2025-01-08,2025-01-10,,In Negotiation,Demand Sent,CM-002,ATT-011,23,1,1,12,1,In Progress,,2025-03-20,2025-05-25
CASE-002529,CL-02310,Medical Malpractice,NJ,2023-09-13,2023-09-17,2024-10-31,Dropped,Workup Complete,CM-007,ATT-002,29,1,1,6,1,Dropped,,2023-11-19,2024-10-31
CASE-002530,CL-02311,Slip and Fall,NJ,2025-04-28,2025-04-28,,In Workup,Workup Complete,CM-011,ATT-008,37,1,2,12,1,In Progress,,,2025-06-18
CASE-002531,CL-02312,Slip and Fall,AL,2024-12-08,2024-12-13,,Active - Signed,Retainer Signed,CM-004,ATT-001,66,0,0,5,0,In Progress,,,2025-05-28
CASE-002532,CL-02313,Mass Tort - Talcum,TX,2023-08-23,2023-08-28,,In Workup,Records Received,CM-002,ATT-004,71,0,2,9,0,In Progress,,,2025-06-19
CASE-002533,CL-02314,Medical Malpractice,CA,2024-11-14,2024-11-15,,In Negotiation,Demand Sent,CM-013,ATT-002,11,1,3,11,1,In Progress,,2025-02-15,2025-05-30
CASE-002534,CL-02314,Motor Vehicle Accident,CA,2024-11-14,2024-11-17,2025-03-26,Dropped,Records Received,CM-010,ATT-002,36,1,1,10,0,Dropped,,,2025-03-26
CASE-002535,CL-02315,Medical Malpractice,CA,2024-10-06,2024-10-07,,Pending Records,Records Requested,CM-010,ATT-007,27,0,1,12,0,In Progress,,,2025-05-27
CASE-002536,CL-02316,Mass Tort - Talcum,NY,2025-01-01,2025-01-06,,In Workup,Records Received,CM-009,ATT-002,52,0,0,9,0,In Progress,,,2025-06-29
CASE-002537,CL-02317,Nursing Home Negligence,NJ,2025-03-02,2025-03-04,,In Negotiation,Demand Sent,CM-011,ATT-010,16,1,3,11,1,In Progress,,,2025-03-25
CASE-002538,CL-02318,Mass Tort - Roundup,OH,2024-12-03,2024-12-04,,Pending Records,Records Requested,CM-004,ATT-004,57,1,3,8,0,In Progress,,,2025-05-05
CASE-002539,CL-02319,Mass Tort - Roundup,TX,2024-09-09,2024-09-13,,Active - Signed,Retainer Signed,CM-017,ATT-002,47,1,2,8,0,In Progress,,,2025-06-22
CASE-002540,CL-02320,Workers Compensation,NY,2024-04-02,2024-04-03,,In Workup,Workup Complete,CM-011,ATT-010,37,1,2,14,1,In Progress,,2024-06-25,2025-06-21
CASE-002541,CL-02321,Workers Compensation,TX,2024-11-18,2024-11-23,,In Negotiation,Demand Sent,CM-013,ATT-011,30,0,3,2,1,In Progress,,2025-03-11,2025-05-27
CASE-002542,CL-02322,Premises Liability,NC,2025-06-05,2025-06-08,2025-06-30,Dropped,Retainer Signed,CM-008,ATT-001,30,0,4,7,0,Dropped,,,2025-06-24
CASE-002543,CL-02322,Premises Liability,NC,2025-06-05,2025-06-06,,Active - Signed,Retainer Signed,CM-010,ATT-009,62,1,0,9,0,In Progress,,,2025-05-29
CASE-002544,CL-02323,Motor Vehicle Accident,FL,2024-09-10,2024-09-11,2025-06-18,Settled,Resolved,CM-013,ATT-009,41,1,3,9,1,Settled,39694.29,2024-12-10,2025-06-18
CASE-002545,CL-02324,Motor Vehicle Accident,NJ,2024-10-27,2024-10-27,,Active - Intake,Intake,CM-010,ATT-004,29,0,3,10,0,In Progress,,,2025-06-28
CASE-002546,CL-02325,Motor Vehicle Accident,NY,2024-06-19,2024-06-19,,In Negotiation,Demand Sent,CM-003,ATT-003,33,1,2,5,1,In Progress,,2024-09-01,2025-06-06
CASE-002547,CL-02325,Motor Vehicle Accident,NY,2024-06-19,2024-06-24,2025-06-18,Settled,Resolved,CM-012,ATT-009,45,1,0,8,1,Settled,102337.16,2024-08-16,2025-06-06
CASE-002548,CL-02326,Motor Vehicle Accident,FL,2024-12-31,2025-01-03,2025-06-30,Closed-Lost,Resolved,CM-017,ATT-004,34,1,4,10,1,Dismissed,,2025-04-16,2025-06-23
CASE-002549,CL-02327,Premises Liability,NJ,2025-06-29,2025-07-03,,Pending Records,Records Requested,CM-010,ATT-012,69,1,3,13,0,In Progress,,,2025-06-12
CASE-002550,CL-02328,Dog Bite,NJ,2023-10-31,2023-11-01,,Active - Signed,Retainer Signed,CM-018,ATT-008,61,0,0,2,0,In Progress,,,2025-06-28
CASE-002551,CL-02329,Slip and Fall,MI,2023-12-05,2023-12-10,2025-06-30,Settled,Resolved,CM-014,ATT-012,87,1,0,7,1,Settled,20321.82,2024-01-31,2025-06-26
CASE-002552,CL-02330,Motor Vehicle Accident,TX,2024-08-12,2024-08-15,,Active - Signed,Retainer Signed,CM-006,ATT-011,16,1,3,7,0,In Progress,,,2025-06-02
CASE-002553,CL-02330,Mass Tort - Roundup,TX,2024-08-12,2024-08-17,,Active - Signed,Retainer Signed,CM-016,ATT-011,62,0,1,8,0,In Progress,,,2025-06-22
CASE-002554,CL-02331,Motor Vehicle Accident,PA,2024-07-12,2024-07-14,,In Workup,Workup Complete,CM-011,ATT-003,45,1,0,10,1,In Progress,,2024-09-07,2025-06-17
CASE-002555,CL-02332,Medical Malpractice,VA,2024-08-31,2024-09-04,,Active - Signed,Retainer Signed,CM-016,ATT-012,70,0,1,9,0,In Progress,,,2025-06-29
CASE-002556,CL-02333,Wrongful Death,CA,2023-08-08,2023-08-11,,In Negotiation,Negotiation,CM-006,ATT-003,32,1,0,8,1,In Progress,,2023-10-03,2025-06-29
CASE-002557,CL-02333,Dog Bite,CA,2023-08-08,2023-08-12,,In Negotiation,Negotiation,CM-001,ATT-002,45,1,1,12,1,In Progress,,2023-10-20,2025-05-31
CASE-002558,CL-02334,Premises Liability,CA,2024-06-01,2024-06-03,,In Workup,Workup Complete,CM-002,ATT-010,66,0,2,9,1,In Progress,,2024-09-14,2025-05-31
